timestamp,node,temperature,pressure,flow_rate,status
2026-03-01 08:05:15,chiller,3.63,1.21,0.18,operational
2026-03-01 08:05:15,dispenser,7.02,1.92,1.35,warning
2026-03-01 08:05:15,booster,21.95,3.29,1.82,operational
2026-03-01 08:05:20,chiller,5.54,1.0,0.02,warning
2026-03-01 08:05:20,dispenser,9.75,1.67,1.04,operational
2026-03-01 08:05:20,booster,21.41,2.82,1.58,operational
2026-03-01 08:05:25,chiller,4.66,1.33,0.2,operational
2026-03-01 08:05:25,dispenser,4.08,2.03,0.92,operational
2026-03-01 08:05:25,booster,26.32,4.33,1.49,warning
2026-03-01 08:05:30,chiller,4.48,1.41,0.13,operational
2026-03-01 08:05:30,dispenser,8.02,1.95,0.74,operational
2026-03-01 08:05:30,booster,20.61,2.87,1.37,operational
2026-03-01 08:05:35,chiller,2.33,1.12,0.17,warning
2026-03-01 08:05:35,dispenser,9.16,2.04,1.13,operational
2026-03-01 08:05:35,booster,29.11,2.98,1.85,operational
2026-03-01 08:05:40,chiller,4.16,1.35,0.01,operational
2026-03-01 08:05:40,dispenser,7.63,2.13,1.01,operational
2026-03-01 08:05:40,booster,20.47,2.65,1.15,warning
2026-03-01 08:05:45,chiller,3.5,1.18,0.15,operational
2026-03-01 08:05:45,dispenser,4.01,2.1,1.08,operational
2026-03-01 08:05:45,booster,23.19,2.6,1.21,warning
2026-03-01 08:05:50,chiller,2.8,1.24,0.03,operational
2026-03-01 08:05:50,dispenser,7.89,1.56,0.7,operational
2026-03-01 08:05:50,booster,28.55,2.99,1.54,operational
2026-03-01 08:05:55,chiller,3.54,1.02,0.13,operational
2026-03-01 08:05:55,dispenser,6.03,2.48,0.95,operational
2026-03-01 08:05:55,booster,23.43,3.13,1.05,operational
2026-03-01 08:06:00,chiller,5.67,1.29,0.19,warning
2026-03-01 08:06:00,dispenser,9.65,1.94,0.52,warning
2026-03-01 08:06:00,booster,32.14,4.43,1.04,warning
2026-03-01 08:06:05,chiller,2.53,1.26,0.07,operational
2026-03-01 08:06:05,dispenser,9.67,2.32,0.89,operational
2026-03-01 08:06:05,booster,22.81,3.55,1.85,operational
2026-03-01 08:06:10,chiller,5.8,1.31,0.12,warning
2026-03-01 08:06:10,dispenser,7.52,1.94,0.76,operational
2026-03-01 08:06:10,booster,23.45,2.73,1.91,warning
2026-03-01 08:06:15,chiller,3.04,1.13,0.09,operational
2026-03-01 08:06:15,dispenser,7.94,2.28,0.75,operational
2026-03-01 08:06:15,booster,21.26,3.0,1.38,operational
2026-03-01 08:06:20,chiller,3.81,1.33,0.18,operational
2026-03-01 08:06:20,dispenser,7.91,1.56,1.05,operational
2026-03-01 08:06:20,booster,30.54,4.15,1.66,operational
2026-03-01 08:06:25,chiller,3.68,1.04,0.14,operational
2026-03-01 08:06:25,dispenser,7.54,2.1,1.18,operational
2026-03-01 08:06:25,booster,20.5,2.57,1.12,warning
2026-03-01 08:06:30,chiller,5.43,1.31,0.1,operational
2026-03-01 08:06:30,dispenser,5.95,2.19,0.82,operational
2026-03-01 08:06:30,booster,27.77,2.67,1.89,warning
2026-03-01 08:06:35,chiller,4.62,1.2,0.11,operational
2026-03-01 08:06:35,dispenser,4.53,1.81,1.29,operational
2026-03-01 08:06:35,booster,21.08,3.2,1.09,operational
2026-03-01 08:06:40,chiller,2.8,1.15,0.18,operational
2026-03-01 08:06:40,dispenser,6.5,2.24,1.43,warning
2026-03-01 08:06:40,booster,31.17,2.85,1.22,operational
2026-03-01 08:06:45,chiller,5.74,1.32,0.16,warning
2026-03-01 08:06:45,dispenser,9.6,2.45,1.35,warning
2026-03-01 08:06:45,booster,23.85,3.73,1.44,operational
2026-03-01 08:06:50,chiller,5.79,1.3,0.09,warning
2026-03-01 08:06:50,dispenser,5.06,2.13,0.59,warning
2026-03-01 08:06:50,booster,22.15,3.79,1.66,operational
2026-03-01 08:06:55,chiller,4.48,1.01,0.1,operational
2026-03-01 08:06:55,dispenser,8.19,1.9,1.34,warning
2026-03-01 08:06:55,booster,31.14,3.21,1.8,operational
2026-03-01 08:07:00,chiller,2.0,1.23,0.09,warning
2026-03-01 08:07:00,dispenser,6.44,1.99,1.46,warning
2026-03-01 08:07:00,booster,29.52,3.55,1.4,operational
2026-03-01 08:07:05,chiller,3.98,1.34,0.01,operational
2026-03-01 08:07:05,dispenser,4.81,2.31,1.47,warning
2026-03-01 08:07:05,booster,32.42,2.98,1.28,operational
2026-03-01 08:07:10,chiller,3.02,1.21,0.13,operational
2026-03-01 08:07:10,dispenser,7.69,1.98,0.91,operational
2026-03-01 08:07:10,booster,26.39,4.49,1.56,warning
2026-03-01 08:07:15,chiller,5.46,1.31,0.04,operational
2026-03-01 08:07:15,dispenser,5.24,2.48,1.24,operational
2026-03-01 08:07:15,booster,31.31,3.94,1.41,operational
2026-03-01 08:07:20,chiller,3.18,1.03,0.06,operational
2026-03-01 08:07:20,dispenser,9.85,2.34,1.21,operational
2026-03-01 08:07:20,booster,24.98,3.29,1.3,operational
2026-03-01 08:07:25,chiller,2.62,1.42,0.16,operational
2026-03-01 08:07:25,dispenser,9.88,2.23,0.52,warning
2026-03-01 08:07:25,booster,27.74,3.08,1.53,operational
2026-03-01 08:07:30,chiller,5.31,1.46,0.13,operational
2026-03-01 08:07:30,dispenser,6.14,1.76,1.39,warning
2026-03-01 08:07:30,booster,33.83,4.26,1.89,warning
2026-03-01 08:07:35,chiller,5.98,1.07,0.2,warning
2026-03-01 08:07:35,dispenser,9.85,2.29,0.69,operational
2026-03-01 08:07:35,booster,21.22,4.07,1.22,operational
2026-03-01 08:07:40,chiller,4.46,1.33,0.02,operational
2026-03-01 08:07:40,dispenser,8.75,2.13,1.28,operational
2026-03-01 08:07:40,booster,25.7,4.19,1.67,operational
2026-03-01 08:07:45,chiller,4.94,1.29,0.11,operational
2026-03-01 08:07:45,dispenser,6.27,2.03,1.32,warning
2026-03-01 08:07:45,booster,25.34,4.22,1.48,warning
2026-03-01 08:07:50,chiller,4.2,1.11,0.14,operational
2026-03-01 08:07:50,dispenser,9.87,2.42,1.24,operational
2026-03-01 08:07:50,booster,21.83,2.65,1.72,warning
2026-03-01 08:07:55,chiller,2.02,1.42,0.19,warning
2026-03-01 08:07:55,dispenser,7.79,2.42,0.76,operational
2026-03-01 08:07:55,booster,20.04,3.72,1.52,operational
2026-03-01 08:08:00,chiller,2.19,1.02,0.1,warning
2026-03-01 08:08:00,dispenser,4.8,1.57,0.64,operational
2026-03-01 08:08:00,booster,25.93,3.03,1.31,operational
2026-03-01 08:08:05,chiller,5.57,1.42,0.18,warning
2026-03-01 08:08:05,dispenser,8.53,2.11,0.84,operational
2026-03-01 08:08:05,booster,32.2,4.36,1.65,warning
2026-03-01 08:08:10,chiller,4.46,1.4,0.17,operational
2026-03-01 08:08:10,dispenser,8.57,1.63,1.29,operational
2026-03-01 08:08:10,booster,23.19,3.41,1.91,operational
2026-03-01 08:08:15,chiller,3.33,1.25,0.16,operational
2026-03-01 08:08:15,dispenser,5.82,1.53,1.35,warning
2026-03-01 08:08:15,booster,32.63,2.56,1.05,warning
2026-03-01 08:08:20,chiller,4.98,1.24,0.14,operational
2026-03-01 08:08:20,dispenser,6.71,1.58,1.25,operational
2026-03-01 08:08:20,booster,24.42,3.5,1.37,operational
2026-03-01 08:08:25,chiller,4.48,1.29,0.15,operational
2026-03-01 08:08:25,dispenser,4.61,2.01,1.42,warning
2026-03-01 08:08:25,booster,22.99,3.58,1.38,operational
2026-03-01 08:08:30,chiller,2.38,1.1,0.07,warning
2026-03-01 08:08:30,dispenser,9.91,1.56,0.85,operational
2026-03-01 08:08:30,booster,20.75,4.33,1.59,warning
2026-03-01 08:08:35,chiller,4.61,1.49,0.12,operational
2026-03-01 08:08:35,dispenser,4.0,2.36,1.31,warning
2026-03-01 08:08:35,booster,24.58,2.6,1.66,warning
2026-03-01 08:08:40,chiller,3.31,1.34,0.13,operational
2026-03-01 08:08:40,dispenser,4.53,2.19,1.14,operational
2026-03-01 08:08:40,booster,21.49,3.34,1.99,operational
2026-03-01 08:08:45,chiller,4.24,1.41,0.14,operational
2026-03-01 08:08:45,dispenser,9.25,2.15,0.88,operational
2026-03-01 08:08:45,booster,25.34,2.79,1.29,warning
2026-03-01 08:08:50,chiller,3.41,1.38,0.15,operational
2026-03-01 08:08:50,dispenser,5.39,2.37,1.08,operational
2026-03-01 08:08:50,booster,25.89,4.1,1.52,operational
2026-03-01 08:08:55,chiller,4.72,1.06,0.04,operational
2026-03-01 08:08:55,dispenser,6.26,1.5,0.53,warning
2026-03-01 08:08:55,booster,34.67,2.59,1.7,warning
2026-03-01 08:09:00,chiller,5.81,1.27,0.03,warning
2026-03-01 08:09:00,dispenser,4.43,2.13,1.26,operational
2026-03-01 08:09:00,booster,32.72,4.0,1.38,operational
2026-03-01 08:09:05,chiller,4.31,1.03,0.12,operational
2026-03-01 08:09:05,dispenser,6.28,2.09,0.61,operational
2026-03-01 08:09:05,booster,20.04,3.84,1.16,operational
2026-03-01 08:09:10,chiller,5.53,1.23,0.0,warning
2026-03-01 08:09:10,dispenser,4.95,1.86,0.55,warning
2026-03-01 08:09:10,booster,22.29,3.86,1.63,operational
2026-03-01 08:09:15,chiller,5.42,1.37,0.16,operational
2026-03-01 08:09:15,dispenser,9.04,1.75,1.0,operational
2026-03-01 08:09:15,booster,30.57,3.03,1.16,operational
2026-03-01 08:09:20,chiller,5.25,1.2,0.07,operational
2026-03-01 08:09:20,dispenser,4.1,1.51,0.94,operational
2026-03-01 08:09:20,booster,27.85,2.64,1.15,warning
2026-03-01 08:09:25,chiller,4.43,1.2,0.07,operational
2026-03-01 08:09:25,dispenser,4.24,1.99,1.44,warning
2026-03-01 08:09:25,booster,30.31,3.06,1.12,operational
2026-03-01 08:09:30,chiller,3.79,1.46,0.11,operational
2026-03-01 08:09:30,dispenser,9.18,1.79,1.03,operational
2026-03-01 08:09:30,booster,33.77,3.5,1.57,operational
2026-03-01 08:09:35,chiller,5.05,1.23,0.08,operational
2026-03-01 08:09:35,dispenser,5.74,2.28,1.31,warning
2026-03-01 08:09:35,booster,24.02,3.03,1.59,operational
2026-03-01 08:09:40,chiller,3.9,1.14,0.05,operational
2026-03-01 08:09:40,dispenser,6.54,2.29,0.55,warning
2026-03-01 08:09:40,booster,31.28,4.07,1.9,operational
2026-03-01 08:09:45,chiller,5.7,1.26,0.16,warning
2026-03-01 08:09:45,dispenser,4.57,1.93,1.11,operational
2026-03-01 08:09:45,booster,23.79,3.27,1.92,operational
2026-03-01 08:09:50,chiller,5.1,1.01,0.16,operational
2026-03-01 08:09:50,dispenser,7.57,2.18,1.19,operational
2026-03-01 08:09:50,booster,23.4,3.24,1.48,operational
2026-03-01 08:09:55,chiller,2.04,1.04,0.17,warning
2026-03-01 08:09:55,dispenser,7.58,1.85,0.73,operational
2026-03-01 08:09:55,booster,32.56,4.47,1.66,warning
2026-03-01 08:10:00,chiller,4.83,1.19,0.03,operational
2026-03-01 08:10:00,dispenser,5.58,2.37,0.57,warning
2026-03-01 08:10:00,booster,20.53,4.06,1.01,operational
2026-03-01 08:10:05,chiller,5.18,1.29,0.2,operational
2026-03-01 08:10:05,dispenser,5.12,1.64,1.32,warning
2026-03-01 08:10:05,booster,20.46,3.99,1.16,operational
2026-03-01 08:10:10,chiller,2.17,1.33,0.1,warning
2026-03-01 08:10:10,dispenser,6.56,2.38,0.51,warning
2026-03-01 08:10:10,booster,28.38,3.22,1.74,operational
2026-03-01 08:10:15,chiller,3.55,1.14,0.19,operational
2026-03-01 08:10:15,dispenser,7.16,2.13,1.45,warning
2026-03-01 08:10:15,booster,24.75,3.35,1.55,operational
2026-03-01 08:10:20,chiller,4.78,1.31,0.16,operational
2026-03-01 08:10:20,dispenser,5.14,1.6,0.61,operational
2026-03-01 08:10:20,booster,27.26,3.47,1.07,operational
2026-03-01 08:10:25,chiller,3.29,1.25,0.16,operational
2026-03-01 08:10:25,dispenser,8.88,1.85,1.12,operational
2026-03-01 08:10:25,booster,22.37,3.62,1.28,operational
2026-03-01 08:10:30,chiller,4.96,1.4,0.2,operational
2026-03-01 08:10:30,dispenser,9.4,2.06,0.99,operational
2026-03-01 08:10:30,booster,28.1,4.18,1.88,operational
2026-03-01 08:10:35,chiller,5.01,1.08,0.06,operational
2026-03-01 08:10:35,dispenser,4.44,2.45,0.75,operational
2026-03-01 08:10:35,booster,27.56,3.89,1.37,operational
2026-03-01 08:10:40,chiller,3.22,1.33,0.18,operational
2026-03-01 08:10:40,dispenser,9.44,2.32,1.06,operational
2026-03-01 08:10:40,booster,20.97,3.88,1.78,operational
2026-03-01 08:10:45,chiller,5.06,1.41,0.0,operational
2026-03-01 08:10:45,dispenser,9.52,1.58,1.05,operational
2026-03-01 08:10:45,booster,22.69,2.88,1.92,operational
2026-03-01 08:10:50,chiller,2.2,1.05,0.16,warning
2026-03-01 08:10:50,dispenser,9.42,2.25,1.46,warning
2026-03-01 08:10:50,booster,22.88,2.9,1.7,operational
2026-03-01 08:10:55,chiller,5.4,1.29,0.01,operational
2026-03-01 08:10:55,dispenser,9.17,2.28,0.56,warning
2026-03-01 08:10:55,booster,28.46,3.99,1.64,operational
2026-03-01 08:11:00,chiller,5.4,1.49,0.05,operational
2026-03-01 08:11:00,dispenser,8.32,1.87,0.92,operational
2026-03-01 08:11:00,booster,32.18,3.39,1.22,operational
2026-03-01 08:11:05,chiller,3.23,1.49,0.0,operational
2026-03-01 08:11:05,dispenser,7.23,2.44,0.65,operational
2026-03-01 08:11:05,booster,26.39,2.51,1.31,warning
2026-03-01 08:11:10,chiller,5.56,1.44,0.02,warning
2026-03-01 08:11:10,dispenser,5.41,1.83,1.44,warning
2026-03-01 08:11:10,booster,33.13,3.03,1.77,operational
2026-03-01 08:11:15,chiller,2.59,1.44,0.07,operational
2026-03-01 08:11:15,dispenser,4.43,2.1,0.53,warning
2026-03-01 08:11:15,booster,34.67,3.33,1.17,operational
2026-03-01 08:11:20,chiller,3.74,1.4,0.17,operational
2026-03-01 08:11:20,dispenser,5.45,1.73,1.36,warning
2026-03-01 08:11:20,booster,22.33,3.35,1.06,operational
2026-03-01 08:11:25,chiller,3.43,1.22,0.11,operational
2026-03-01 08:11:25,dispenser,5.8,1.68,1.25,operational
2026-03-01 08:11:25,booster,23.78,2.84,1.35,operational
2026-03-01 08:11:30,chiller,4.27,1.17,0.13,operational
2026-03-01 08:11:30,dispenser,5.08,1.92,1.35,warning
2026-03-01 08:11:30,booster,21.09,3.82,1.45,operational
2026-03-01 08:11:35,chiller,2.87,1.23,0.08,operational
2026-03-01 08:11:35,dispenser,5.25,2.36,0.91,operational
2026-03-01 08:11:35,booster,23.61,2.73,1.68,warning
2026-03-01 08:11:40,chiller,4.89,1.06,0.16,operational
2026-03-01 08:11:40,dispenser,5.63,1.59,0.59,warning
2026-03-01 08:11:40,booster,26.98,3.35,1.72,operational
2026-03-01 08:11:45,chiller,2.83,1.03,0.14,operational
2026-03-01 08:11:45,dispenser,6.31,1.76,0.53,warning
2026-03-01 08:11:45,booster,32.65,4.33,1.73,warning
2026-03-01 08:11:50,chiller,3.65,1.46,0.13,operational
2026-03-01 08:11:50,dispenser,6.81,1.71,1.45,warning
2026-03-01 08:11:50,booster,33.92,2.62,1.28,warning
2026-03-01 08:11:55,chiller,5.25,1.34,0.1,operational
2026-03-01 08:11:55,dispenser,7.66,1.79,1.11,operational
2026-03-01 08:11:55,booster,25.94,3.92,1.75,operational
2026-03-01 08:12:00,chiller,3.6,1.34,0.08,operational
2026-03-01 08:12:00,dispenser,9.21,2.19,0.65,operational
2026-03-01 08:12:00,booster,27.38,2.82,1.17,operational
2026-03-01 08:12:05,chiller,2.69,1.23,0.07,operational
